"CASE","QUESTNNR","MODE","STARTED","CA01_01","CA01_02","CA01_03","CA01_04","CA01_05","CA02_01","CA02_02","CA02_03","CA02_04","CA02_05","CA03_01","CA03_02","CA03_03","CA03_04","CA03_05","CA04_01","CA04_02","CA04_03","CA04_04","CA04_05","CA05_01","CA05_02","CA05_03","CA05_04","CA05_05","CA06_01","CA06_02","CA06_03","CA06_04","CA06_05","CA07","DD01_01","DD02","DD03","DD04","DD05","DD06","DD07","DD08","PK01","PK02","PK03","PK04","PK05","PK06","PK07","PK08","PK09","PK10","PK11","PK12","PK13","PK14","PK15","PK16","PK17","PK18","PK19","M1_RichtigFalsch","PM01_01","M2_RichtigFalsch","PM02_01","M3_RichtigFalsch","PM03_01","M4_RichtigFalsch","PM04_01","M5_RichtigFalsch","PM05_01","M6_RichtigFalsch","PM06_01","M7_RichtigFalsch","PM07_01","M8_RichtigFalsch","PM08_01","M9_RichtigFalsch","PM09_01","M10_RichtigFalsch","PM10_01","M11_RichtigFalsch","PM11_01","M12_RichtigFalsch","PM12_01","M13_RichtigFalsch","PM13_01","M14_RichtigFalsch","PM14_01","M15_RichtigFalsch","PM15_01","M16_RichtigFalsch","PM16_01","M17_RichtigFalsch","PM17_01","M18_RichtigFalsch","PM18_01","M19_RichtigFalsch","PM19_01","SC01","SC07","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME_SUM","MAILSENT","LASTDATA","STATUS","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DK","DL"
226,"base","interview","12-11-2025 18:43:40",2,4,1,2,2,3,2,4,4,3,3,3,2,4,2,4,3,4,4,4,3,3,2,4,3,5,2,5,2,3,4,"23",2,2,1,,,,2,3,4,3,4,1,2,5,4,1,1,5,2,4,4,3,2,3,1,2,1,"About the Question ""Do you recognize this Symbol as something noteworthy?""",1,"something noteworthy",1,"camera",1,"camera useage",,,,,1,"About the Question ""Do you recognize this symbol as location data?""",1,"location data",,,,,1,"About the Question ""Do you recognize this symbol as contacts?""",,,1,"contacts",1,"About the Question ""Do you recognize this symbol as rights to data?""",1,"rights to data",,,1,"About the Question ""Do you recognize this symbol as giving data away?""",,,,,2,2,65,15,24,29,16,16,19,13,16,25,43,21,115,60,11,10,13,9,10,,349,,"12-11-2025 18:52:30","complete",1,0,19,19,0,0,1.02,,
227,"base","interview","12-11-2025 18:58:04",1,4,2,2,2,4,2,4,2,4,5,1,5,5,5,4,4,4,4,4,3,4,2,2,4,2,,3,4,4,4,"18",1,1,1,,,,3,1,2,5,4,5,4,5,4,4,3,4,5,4,3,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,"Contacts",,,,,,,,,,,,,2,2,28,26,63,32,11,14,15,14,17,48,60,10,6,4,2,4,3,13,7,,332,,"12-11-2025 19:04:21","complete",1,0,19,19,23,23,1.52,,
228,"base","interview","12-11-2025 18:59:55",2,5,1,1,2,4,3,4,3,4,2,2,2,2,4,4,2,5,4,3,2,2,2,3,3,5,1,4,4,5,4,"19",2,1,1,,,,2,4,4,3,4,3,3,5,3,1,2,4,3,3,3,2,4,5,2,2,1,"Warning / Attention",,,1,"Camera",2,"Photograph",1,"Payment",,,1,"Location",1,"Location data",,,,,1,"Contacs",1,"Contacts",1,"Contacts",1,"Data rights",,,1,"Rights",1,"Upload data",,,,,2,2,13,10,12,35,12,12,14,11,17,36,54,25,108,15,19,9,30,27,9,,389,,"12-11-2025 19:07:43","complete",1,0,19,19,3,3,1.04,,
229,"base","interview","12-11-2025 19:37:20",1,4,1,1,1,4,2,3,3,4,4,3,3,3,4,4,2,5,4,4,3,2,4,3,5,4,2,4,4,5,4,"19",2,2,1,,,,2,5,4,1,5,5,1,5,4,1,1,4,4,3,2,2,2,5,2,2,1,"Something is important",1,"Something is important",,,1,"Camera/taking a photo",1,"Paying method ",,,1,"Location",2,"Current location ",,,,,1,"Contacts",1,"Contacts",1,"Contacts",,,,,,,1,"Giving data away",,,,,2,1,22,22,22,21,12,10,12,9,13,72,90,43,28,17,,17,22,7,9,337,469,,"12-11-2025 19:50:25","complete",1,0,20,20,0,0,1.02,,
230,"base","interview","12-11-2025 21:03:37",2,4,2,2,2,3,3,3,4,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,5,1,5,5,5,4,"22",1,1,1,,,,1,4,4,3,5,5,4,5,5,3,3,5,4,5,4,2,2,5,2,4,1,"attention",1,"something useful ",1,"camera usage ",1,"camera",1,"payment method",2,"data",1,"location ",1,"location",1,"collecting data",2,"no",1,"contacts",1,"contacts",1,"contacts",1,"the rights of data",,,,,1,"giving data away",,,2,"no",2,2,88,10,14,26,8,13,14,11,20,32,45,22,27,26,11,15,13,16,12,,345,,"12-11-2025 21:10:40","complete",1,0,19,19,0,0,1.1,,
231,"base","interview","12-11-2025 21:30:50",1,2,1,1,1,4,1,4,4,4,2,4,2,2,1,4,4,5,5,3,2,4,2,2,1,4,3,5,5,5,4,,2,1,1,,,,1,5,5,1,5,5,4,5,5,1,2,5,1,4,3,1,2,1,2,3,1,"important",2,"an idea",,,1,"camera",1,"payment",2,"money/cash",1,"location",1,"location place",,,,,1,"cotact",,,1,"contacts",1,"right to data",,,,,,,,,1,"giving the data away",2,2,16,7,42,22,10,16,19,11,18,24,41,27,13,15,,16,16,15,5,,333,,"12-11-2025 21:36:23","complete",1,0,19,19,1,1,1.21,,
232,"base","interview","12-11-2025 21:48:55",2,4,2,1,2,2,2,4,3,4,3,3,3,3,3,4,2,4,4,3,2,4,2,4,5,5,1,5,1,1,4,"25",2,1,6,3,,,,1,5,3,5,5,5,5,5,2,2,5,3,4,3,2,2,4,2,1,,,2,"Idea, No",1,"Camera",1,"Camera",1,"Payment",2,"Money",1,"Location",1,"Location",,,,,1,"Contacts",1,"Contacts",1,"Contacts",1,"Data rights",,,,,2,"No",,,,,2,-9,38,19,16,30,13,17,26,10,21,54,60,41,47,32,12,63,37,13,2,,508,,"12-11-2025 21:58:06","complete",1,0,19,19,1,1,0.92,,
234,"base","interview","12-11-2025 23:55:50",1,5,1,1,1,4,2,3,2,2,3,3,2,2,2,4,2,4,4,4,2,4,2,2,2,5,1,5,4,5,4,"21",1,2,1,,,,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,1,"Important Information ",1,"Importance ",1,"Camera ",1,"Camera ",1,"Payment ",1,"Payment ",1,"Location ",1,"Location ",2,"Data usage ",2,"Receiving data ",1,"Contacts ",1,"Contacts ",1,"Contacts ",1,"Law for data ",1,"Law for data ",1,"Law for data ",1,"Giving data away ",1,"Giving data away ",1,"Giving data away ",2,1,5,11,15,28,13,10,12,6,11,23,23,21,32,17,23,23,16,32,2,62585,344,,"13-11-2025 17:24:19",,0,0,20,20,0,0,1.31,,
235,"base","interview","13-11-2025 00:03:31",2,4,1,1,1,4,2,4,3,4,3,3,2,3,2,4,3,3,3,4,2,4,2,2,2,4,2,4,4,4,4,,1,2,1,,,,2,5,,4,5,3,5,5,5,3,3,5,3,4,4,4,2,4,3,2,1,"Important Information",,,1,"Camera usage",1,"Camera usage",1,"Payment ",1,"Payment ",1,"Location information ",1,"Location usage",2,"?",2,"?",1,"Contacts",1,"Contacts",1,"Contacts ",1,"Giving data away",1,"Giving rights to data away",,,1,"Giving data away",2,"Giving rights to data away",,,2,2,7,10,16,17,13,10,14,8,19,31,33,30,84,34,33,25,23,9,7,,423,,"13-11-2025 00:10:34","complete",1,0,19,19,3,3,1.12,,
237,"base","interview","13-11-2025 08:44:14",1,1,1,1,1,3,2,3,3,3,4,2,2,2,3,2,3,4,3,3,2,2,2,2,3,5,1,5,3,3,4,"22",1,1,4,,,5,,4,5,5,5,5,5,5,5,4,4,5,5,5,3,2,2,5,5,4,,,,,1,"camera usage",1,"camera usage",1,"payment method",,,1," location data",1,"location data",1,"data collection",1,"data collection",1,"contact",1,"contact",,,,,,,,,1,"data submission",1,"data submission",1,"Data submission",2,2,6,16,12,36,10,17,11,6,13,24,43,24,28,27,20,21,27,26,8,,375,,"13-11-2025 08:50:30","complete",1,0,19,19,7,7,1.12,,
238,"base","interview","13-11-2025 08:55:46",3,3,1,1,1,5,1,5,4,5,3,1,2,2,1,3,3,3,3,3,3,2,3,2,3,5,1,5,3,3,4,,1,1,4,,,3,,4,1,3,2,2,5,5,5,1,2,5,3,2,1,3,3,4,1,1,1,"Something worth attention",,,1,"Camera access",,,,,2,"This symbol was not in the questions",1,"Location",1,"Location",,,,,1,"Contacts",1,"Contacts",,,,,1,"Data usage rights",1,"Data rights",1,"Giving away data",,,,,2,2,5,9,11,41,21,19,24,12,19,52,33,31,30,10,26,5,42,6,5,,401,,"13-11-2025 09:02:27","complete",1,0,19,19,1,1,1.27,,
240,"base","interview","13-11-2025 11:12:16",1,5,1,1,3,4,1,4,5,5,4,3,3,1,2,4,2,4,4,4,,,,,,,,,,,4,"24",1,1,4,,,4,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,32,27,65,60,14,142,20,12,16,61,163,,,,,,,,,,318,,"13-11-2025 11:22:28",,0,0,11,11,0,0,0.59,,
242,"base","interview","13-11-2025 12:53:35",2,4,2,1,2,5,2,4,3,4,2,2,2,3,3,3,2,3,4,4,2,4,2,2,2,4,4,3,4,4,4,"21",1,2,1,,,,2,3,4,5,5,4,3,5,4,2,4,5,3,4,5,3,1,4,3,2,1,"noteworthy, important ",1,"noteworthy, important ",1,"camera usage ",1,"camera usage ",1,"payment ",2,"data collection ",1,"location ",1,"location ",,,2,"data rights ",1,"contacts ",1,"contacts ",1,"contacts ",1,"data rights ",1,"data rights ",,,1,"giving data away",1,"giving data away",,,2,1,7,13,9,26,11,19,23,17,22,52,48,28,65,14,13,22,23,18,5,9,444,,"13-11-2025 13:00:59","complete",1,0,20,20,0,0,1.09,,
245,"base","interview","13-11-2025 15:41:24",1,5,1,1,3,2,3,3,2,3,2,3,2,2,3,2,2,4,4,3,2,3,2,3,3,5,1,5,4,3,4,"19",1,2,1,,,,2,4,4,2,5,4,4,5,5,4,4,5,5,3,3,2,2,4,4,3,1,"Bemerkenswertes ",1,"Bemerkenswert",,,1,"Kameranutzung",1,"Zahlungsm�glichkeiten",1,"Zahlungsm�glichkeiten",1,"Standortdaten",1,"Standortdaten",1,"Daten sammeln",1,"Daten sammeln",1,"Kontakte",1,"Kontakte",1,"Kontakte",1,"Rechte auf Daten",,,,,1,"Daten verschicken ",1,"Daten verschicken ",1,"Daten verschicken ",2,1,374,14,13,23,13,16,17,15,14,37,69,18,26,23,7,19,30,15,5,26,410,,"13-11-2025 15:54:18","complete",1,0,20,20,0,0,1.05,,
250,"base","interview","13-11-2025 16:10:59",1,1,1,1,1,3,5,3,3,3,2,2,3,3,3,3,4,3,3,2,3,3,3,3,2,5,3,5,5,5,4,"19",2,1,6,1,,,,3,3,4,4,5,3,5,4,2,2,5,3,3,4,3,2,5,3,3,1,"noteworthy information",,,1,"camera usage",1,"camera usage ",1,"payment data ",1,"payment usage ",1,"location data usage ",1,"location data usage",,,,,1,"contacts",1,"contacts usage ",1,"contacts usage ",1,"right to data",1,"right to data usage",,,1,"giving away data",2,"data usage",2,"data usage",2,2,25,11,15,22,11,19,16,12,17,25,46,22,34,24,16,22,42,19,6,,404,,"13-11-2025 16:17:44","complete",1,0,19,19,1,1,1.0,,
253,"base","interview","13-11-2025 20:28:27",1,5,1,1,1,4,2,5,3,4,1,4,2,1,1,4,2,3,3,2,1,5,1,1,1,5,1,4,3,4,4,"22",1,2,1,,,,2,5,4,2,5,3,2,5,5,3,5,4,5,4,3,2,3,5,4,4,1,"Something noteworthy",1,"something noteworthy",,,1,"camera",1,"payment",,,1,"location",1,"location ",2,"data upload",1,"data privacy",1,"contacts",1,"contacts",1,"contacts",1,"Data justice/privacy",,,1,"data privacy",1,"upload data",1,"data upload",1,"dat upload",2,2,48,14,15,24,18,19,21,11,19,32,35,31,32,15,11,15,9,23,9,,401,,"13-11-2025 20:35:08","complete",1,0,19,19,0,0,1.04,,
263,"base","interview","14-11-2025 17:45:42",1,5,1,2,2,3,3,3,3,3,2,4,2,2,2,4,3,3,3,5,2,4,2,2,2,5,1,5,2,2,4,"35",1,2,1,,,,2,4,4,3,4,3,4,5,4,2,2,4,5,2,3,2,3,4,3,2,1,"Attention",1,"Important",1,"Camera use",1,"Camera use",1,"Payments",1,"Payment",1,"Location",1,"Location",,,,,1,"Contacts",1,"Contacts",,,2,"Data",,,2,"Data",1,"Giving files away",2,"Files",,,2,1,17,11,17,27,14,18,15,11,15,31,30,17,25,19,13,25,21,6,7,158,497,,"14-11-2025 17:54:00","complete",1,0,20,20,0,0,1.12,,
266,"base","interview","15-11-2025 09:57:14",1,4,1,1,2,5,3,4,4,5,2,4,2,2,2,5,1,5,5,3,2,4,3,4,2,5,1,5,3,4,4,"28",1,1,2,,2,,,4,4,2,5,2,3,5,5,3,3,5,5,4,3,4,4,4,2,3,1,"Important information",1,"Important notice",,,1,"Camera",,,1,"Money/Payment",1,"Location",1,"Location",2,"I dont remember",2,"Edit information",1,"Contacts",1,"Contacts",1,"Contacts",1,"Legal rights",1,"Legal rights",1,"Legal rights",1,"Share data",,,1,"Share data",2,2,19,10,16,22,16,15,13,11,15,33,37,28,24,9,16,16,22,21,8,,351,,"15-11-2025 10:03:05","complete",1,0,19,19,0,0,1.11,,
